	eng	kor
42	Show yourself, more clearly	널 보여줘 더 확실히 (보여줘 보여줘 난)
43	Show yourself, somewhere always half hidden	널 보여줘 그 어딘가 언제나 반쯤 가리어진  (Hey hey)
45	Show me 	보여줘
0	How are you? Are you well?	잘 있니 잘 지내니
1	These days, I	나는 요즘 부쩍
2	Miss you so much	니가 보고 싶어
3	Yeah, I know	그래 알아 너는 다신
4	I’m sure you don’t ever wanna see me again	내가 보기 싫지 음
5	I don’t know why I was so scared	왜 그리 겁이 났었는지
6	Your eyes that wanted eternal love	영원한 사랑을 바라던 눈빛
7	Why did that suffocate me?	그게 난 숨이 막혔어
8	I was too young back then	그땐 어려서
9	I only knew myself	나밖에 몰랐었어
10	Because I’m sorry, because I’m so sorry	미안해서 너무 미안해서
11	I can’t go back to you, please understand	돌아가지 못하는 이런 날 이해해
12	If I meet you again, I know I’ll grow apart from you	나 다시 너를 만나면 또 같은 이유로
13	For the same reason so I can’t help but hold this in	분명 멀어질 걸 알고 있어 참을 수밖에
14	I can’t forget you, how can I?	잊지 못해 어떻게 널 잊어
15	Please know how I can’t even let you go	보내지도 못하는 이런 날 알아 줘
16	I can’t change	바뀌지 않을 나라서
17	So I know we’ll be in pain	또 같은 이유로
18	Over the same reason	우리 아파할 걸 알고 있으니
19	You smiled when I whined for no reason	괜한 투정에 웃어 주던
20	You embraced my ugly words	미운 말들을 안아 주던
21	Now you’re not by my side	너는 이젠 내 곁에 없는데
22	But I’m alone	혼자 이렇게
23	Not able to let you go	널 놓칠 못하겠어
33	Hold me, hold me first	붙잡아 줘 먼저 날 잡아 줘
34	I regretted it so much because I couldn’t tell you	많이 후회했었어 끝내 말 못해서
35	The last time I saw your face, that sad face	마지막 너의 표정이 그 슬픈 얼굴이
36	I knew it was all because of me so I can’t help but hold this in	전부 나 때문인 걸 알기에 참을 수밖에
37	Because I love you, because I love you so much	사랑해서 많이 사랑해서
38	Even after so much time passes	가늠하지 못하는 시간 지나가도
39	The reason I can’t change	그래도 변치 않는 건
40	Is because for the same reason	또 같은 이유로
41	I’ll long for you forever	영원히 널 그리워할 것 같아
0	When I was younger, I had lots of curiosities and was clumsy	어렸을 때 호기심 많고 덜렁대
1	25 is still a clumsy age	25 여전히 칠칠맞은 나이
2	Crying easily	툭하면 눈물이 나던
3	I’m a bit different than then	그때완 조금은 달라졌어
4	The world has changed a lot, too	세상도 많이 변해버렸네
5	I’m trying to become small again	난 또 작아지려 해
6	At times, I don’t want to grow up	어쩔 땐 난 커버리기 싫은데
7	Like natural days	꾸밈없던 날처럼
8	I want to talk about myself, but it’s hard	내 얘길 하고 싶은데 어려워
10	And every time I try to fly high	and every time I try to fly high
11	Everything I dreamed of gets drawn clearly	꿈을 꾸던 모든 게 선명하게 그려져
12	Even my slow steps feel light	느려지는 걸음도 가볍게 느껴져
13	When the sun shines, shadows also become dark	햇살이 비칠 때 그림자도 짙어져
14	It’s turning blue	새파랗게 물들어 늘어지네
15	Everything’s pouring out and overflowing	모든 게 쏟아져 흘러넘쳐
16	I just sit there for a moment again	잠시 또 덩그러니 앉아
17	It’s not bad getting used to now	익숙해져 버린 지금도 나쁘지 않아
18	Because the cozy wind is blowing, too	포근한 바람도 불어오니까
26	Quarreling with my cat, filled with scribbles	고양이와 아웅다웅 빼곡하게 채운 낙서
27	Miniatures scattered around here and there	이리저리 늘어놓은 미니어처
2	Where R U	Where R U 
3	In this vast world somewhere	이 넓은 세상 어딘가에
4	Someone to only look at me	나만을 바라봐 줄
5	Someone who would care for me more than anyone	누구보다도 예뻐해 줄
6	Even if it’s childish	유치하대도
7	Even if it’s not, even if it wouldn’t happen	아니라 해도 그럴 일 없다 해도
8	I want to believe, I’m waiting for that kind of you	믿고 싶은 걸 그런 널 기다려
10	Where are you, you you you what are you doing	어디야 넌 넌 넌 넌 뭐 하냐고
11	I I I want to ask	묻고 싶어 난 난 난
13	One day, suddenly, hurry and come to me	어느 날 갑자기 내게 와 줘 빨리
14	Yeah, where are you	그래 넌 어딨니
18	Come, come to me	와요 uh uh uh 내게로 와요
19	I’m waiting here	기다리고 있어 난 여기서
20	Where are you who I’m looking for	내가 찾는 넌 어딨어
23	You’re still not late right now	지금도 늦지 않았단 말이야
24	Do you want to eat and watch a movie just the two of us	단둘이 밥 먹고 영화 볼래? Uh
25	The corners of my lips are curling up just thinking about it	생각만 해도 입꼬리는 올라가
26	If you can’t sleep, I’ll call you	잠이 안 온다면 전화할게
27	Where are you, pick up the phone	어디야? Pick up the phone
29	I want to believe again	믿고 싶어 또
30	Even if I get fooled again and again, I want to meet you now	속고 또 속아도 이젠 만나고 싶어
33	I wanna know (wanna know)	I wanna know (wanna know oh oh)
35	Where in the world are you	대체 넌 어딨니
42	Where R U oh Where R U Oh Where R U	Where R U oh Where R U oh Where R U
43	I hope you, whose name I don’t know, feel the same as I do	이름 모를 너와 내가 같은 맘 이길
44	Wherever you are	어느 곳에 있든지
45	So that you can recognize me at a glance	한눈에 나를 알아볼 수 있게
46	Like a shining star	별처럼 반짝이듯이
47	I’ll be waiting for you	널 기다리고 있을게
50	Where R U Where R U Where RU	Where R U Where R U Where R U
54	Where R U oh Where RU (Where R U)	Where R U oh Where R U (Where R U)
0	Can’t sleep again today	오늘도 잠이 또 안 와
1	Thoughts of you torture me	너의 생각이 날 괴롭혀
2	I’m following the traces of you	너의 흔적을 또 따라
3	All night long	이 밤을 또 지새우곤 해
4	You look so happy in your Instagram	Instagram 속에 넌 너무 행복해 보여
5	When I’m here alone, waiting for you	난 혼자 이렇게 너를 기다리는데
6	Tears keep falling	자꾸만 눈물이 나
7	Like a fool, still loving you	바보처럼 Still loving you
8	I guess I just can’t get over you	너를 잊는 게 난 안되나 봐
9	On rainy days, on windy days	비 오는 날에도 바람이 불어도
10	I’m still waiting for you	너를 기다리고 있나 봐
11	Lalalalalala baby	[록/혁] Lalalalalala baby
15	What is this?	아 진짜 이게 뭐야
16	I’m still hung up on you	나 너에게 허덕이고
17	You come into my dreams	꿈속까지 들어와
18	Torturing me without permission	허락 없이 괴롭히고
19	When we used to be one	우리 하나였을 때 남아있어
20	Your warmth, your scent remains, we used to watch the stars	니 온기 향기 같은 별을 보고
21	You used to lay on my lap, I still can’t let go of that night	내 무릎 베고 누울 때 아직 그 밤
22	So let’s have a good night together till morning comes	끈을 놓지 못해 같이 굿밤 해 아침까지
23	I’m still looking at you like this	난 아직 이렇게 너만 바라보는데
24	How can you forget me so easily?	어쩌면 그렇게 쉽게 날 잊었니
25	I keep sighing	자꾸만 한숨이 나
30	Please come back to me	제발 내게 돌아와 줘
31	If I wait, will you come?	기다리면 와 줄 거니
32	I need you, I want you	난 니가 필요해 내가 너를 원해
33	Come back to me	내게로 돌아와 줘
38	I know memories have no strength	추억 그거 아무 힘 없는 것 알아
39	But why am I holding on?	나 왜 뭔데 붙잡고 있지
40	Alone at night, in this empty room	텅 빈 방 안 혼자 있는 밤
41	It’s so cold	역시 차다
0	Hello, I’m finally saying hello now	안녕? 이제서야 뒤돌아 인사하네
1	I’m pretty late, right?	그래 내가 많이 늦었지?
2	In the end, I suddenly came to you	결국 이렇게 불쑥 열고 찾아와서
3	And here we are	우린 만나고 있잖아
4	I just hope you keep shining as you are	그저 그대로 빛이 나길 바래
5	I’m drawing out you with a smile	그저 그렇게 웃고 있는 널 그려
6	There’s so much I hope for	바라는 건 참 많고 많지만
7	But sometimes, I get covered by the shade	그래도 가끔 그늘에 가려
8	And I can’t help my heart feeling sad	애석한 내 마음은 어쩔 수가 없어요
9	You don’t need to dress up, you don’t need to be nervous	꾸며지지 않아도 돼 불안하지 않아도 돼
10	It’s alright to stop for a moment	잠시 멈춰 서도 괜찮다고
11	I’m always going to be by your side	언제나 곁에 그렇게 있을 거라고
12	Again today, I’m whispering to the 20-year-old me	오늘도 난 나의 스물에게 속삭이고 있어
14	Nanana to you	Nanana 너에게
15	I hope you have a dream-less sleep	꿈도 기억나지 않을 잠이 들길
16	I hope you’ll peacefully close your eyes	힘들이지 않고 편히 눈을 감길
17	There’s so much I want to draw out	그리는 건 참 많고 많지만
18	But I don’t have enough paint	물감이 적어 다 그려낼 수가 없는
19	Just know that this is me	이 모습도 나라는 걸 알아요
21	It’s alright to stop for a moment	토닥임이 떠밀림이 아니길
24	I hope it’s only me	오로지 나 그저
25	Hope it’s a comfortable night with only my thoughts	나의 생각들로 가득 찬 편한 밤이 되길
26	Where should I leave this anxiety?	이 불안을 어디에 둬야 할지
27	How much should I take out?	얼만큼 덜어내야 할지
28	I know there’s no such thing as “what if”	이미 지나간 시간에
29	For things in the past (but when we meet again)	만약에라는 건 없는 걸 알지만 (다시 만나면)
30	I’ll only tune my ears to you	언제나 오직 너에게 귀 기울인다고
0	Listen to this song, and you’ll know everything	이 노래 들어요 다 알 수가 있죠
1	Everything I took for granted	당연했던 모든 게
2	It’s a diary filled with my gratitude for you	너의 고마움이란 걸 채워둔 일기야
3	On an uphill road	비탈길에 나는
4	I wasn’t able to express to you fully	널 마음껏 표현치 못했던
5	I hated my stumbling and weak self	휘청이는 힘없는 내가 싫었죠
6	On the path of tears, you reached your hand out to me	눈물길에 손을 내준 너
7	Listen to this song	이 노래 들어요
8	When you say you’re lonely, I’ll hug you tighter	니가 외롭다 말하면 좀 더 안아 주고
9	When you say you miss me, I’ll appear in front of you	보고 싶다 말하면 니 앞에 있을게
10	Never change and always be there, be by my side	변치 말고 그대로 있어 줘 내 곁에 있어 줘
11	When I lost my way, you became the roof over my head	길 잃은 나에게 지붕이 돼 준 너
12	I won’t hold back, I’ll give you everything	아낌없이 다 줄게
13	Even though I may appear foolish at times	바보 같은 나의 모습이라도
14	These lyrics I wrote for you	널 위해 적은 가사에
15	I want you to be the start of them	시작은 너였으면 해
16	Fill in the title of this song for me	이 노래 제목을 나 대신 채워 줘
17	The flower that looked like it would wither away	시들어 버릴 것만 같았던 꽃
18	Tears became rain and I was shaking	눈물이 비가 되어서 떨기만 하던
19	I asked you to believe in me on that day, but in my letter	믿어 달라는 그 날 그 말의 편지 안에
20	I said I was okay, I held everything in like a coward	난 괜찮다며 혼자 삼켜버린 겁쟁이야
21	I was scared I wouldn’t be able to keep my promise	약속을 지키지 못할까 두려웠어
22	I was afraid that I was going to change	내가 변하는 건 아닐까 겁이 났어
23	But you always stayed the same	그래도 넌 그대로 있어 줬고
24	And now, I am living in your season	지금의 난 너의 계절에 살고 있어
25	You, who are listening to this song right now	이 노래를 듣는 당신은
26	Don’t let go as we hold each other’s hand tightly	꽉 잡은 손 놓지 마요
